type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
CASH_IN,153209.51,12563846.95,12717056.47,520693.26,367483.74,0
CASH_OUT,48774.65,0.0,0.0,770459.46,819234.1,0
CASH_IN,54383.15,1401647.61,1456030.76,171667.5,117284.35,0
CASH_IN,50192.66,201300.0,251492.66,1149901.94,1099709.28,0
PAYMENT,13095.9,0.0,0.0,0.0,0.0,0
DEBIT,3275.51,130.0,0.0,11075.17,14350.68,0
PAYMENT,9801.53,0.0,0.0,0.0,0.0,0
CASH_OUT,99230.94,0.0,0.0,316331.14,415562.08,0
CASH_OUT,264134.02,0.0,0.0,3506336.78,3770470.8,0
CASH_OUT,212598.3,0.0,0.0,378380.54,590978.84,0
TRANSFER,228910.23,0.0,0.0,234158.82,463069.06,0
CASH_IN,162018.63,5451493.74,5613512.38,2654067.11,2492048.48,0
CASH_IN,11116.25,164.0,11280.25,0.0,0.0,0
CASH_OUT,4719.72,0.0,0.0,2555733.43,2560453.15,0
CASH_IN,82155.53,59928.0,142083.53,1100738.47,1018582.95,0
PAYMENT,18973.38,141313.0,122339.62,0.0,0.0,0
TRANSFER,379833.15,0.0,0.0,510482.0,890315.15,0
CASH_OUT,193519.18,52108.0,0.0,175470.84,368990.02,0
CASH_OUT,537796.63,332.0,0.0,1422241.68,1960038.31,0
CASH_OUT,105336.06,0.0,0.0,355205.92,460541.98,0
CASH_IN,532284.57,7296.0,539580.57,222842.8,0.0,0
CASH_OUT,142352.43,0.0,0.0,5864572.71,6006925.15,0
CASH_IN,19239.38,285950.76,305190.14,61558.55,0.0,0
CASH_OUT,90899.26,15919.0,0.0,155575.42,246474.68,0
CASH_OUT,254021.77,0.0,0.0,1606250.07,2874334.21,0
TRANSFER,1358896.68,0.0,0.0,6421351.66,7780248.33,0
CASH_OUT,8984.04,107983.0,98998.96,985365.0,994349.04,0
CASH_IN,27544.45,776338.1,803882.55,228869.19,201324.74,0
CASH_IN,277364.25,6683501.1,6960865.34,2763521.2,2521783.38,0
CASH_IN,183098.41,15976.0,199074.41,579449.15,396350.74,0
CASH_IN,88701.12,1712038.01,1800739.13,1181155.01,1092453.89,0
PAYMENT,9464.36,0.0,0.0,0.0,0.0,0
CASH_OUT,58238.44,0.0,0.0,306550.21,364788.66,0
TRANSFER,2473273.37,106418.0,0.0,1120324.63,3593598.01,0
PAYMENT,10366.48,51679.0,41312.52,0.0,0.0,0
CASH_OUT,67937.83,508014.0,440076.17,0.0,67937.83,0
PAYMENT,16773.21,10006.0,0.0,0.0,0.0,0
PAYMENT,34584.05,150481.72,115897.66,0.0,0.0,0
CASH_OUT,365849.21,408680.0,42830.79,50137.46,415986.68,0
CASH_OUT,267292.77,12669.0,0.0,14105.63,281398.4,0
CASH_OUT,234730.69,1459.0,0.0,978317.17,1213047.87,0
CASH_IN,113946.87,8511247.94,8625194.8,315012.19,201065.33,0
CASH_OUT,17105.56,850655.0,833549.44,1103581.9,1120687.46,0
CASH_IN,72966.69,342.0,73308.69,0.0,0.0,0
PAYMENT,1958.51,92760.87,90802.36,0.0,0.0,0
CASH_OUT,54954.09,0.0,0.0,983844.4,1038798.49,0
CASH_OUT,288094.24,0.0,0.0,336211.28,624305.53,0
CASH_IN,17232.44,22944110.91,22961343.34,2154567.87,1980682.25,0
PAYMENT,589.13,0.0,0.0,0.0,0.0,0
CASH_IN,258102.88,212554.2,470657.08,5128480.87,4870377.98,0
CASH_OUT,86422.21,852.0,0.0,0.0,86422.21,0
PAYMENT,1639.19,49684.0,48044.81,0.0,0.0,0
CASH_OUT,114806.31,0.0,0.0,8793859.57,8908665.88,0
PAYMENT,16509.13,2976.98,0.0,0.0,0.0,0
CASH_IN,285072.86,10167173.31,10452246.17,5105225.45,4820152.59,0
TRANSFER,1221473.97,0.0,0.0,3115606.15,4862753.59,0
PAYMENT,7543.01,8447.88,904.86,0.0,0.0,0
PAYMENT,6481.27,94.0,0.0,0.0,0.0,0
CASH_IN,180862.15,96915.0,277777.15,29775.38,0.0,0
CASH_IN,293003.6,10234.0,303237.6,580568.93,287565.33,0
TRANSFER,523754.82,0.0,0.0,2168115.18,2691870.0,0
CASH_IN,126394.86,1203117.42,1329512.27,1778480.38,1652085.53,0
CASH_OUT,12832.98,9051.0,0.0,2669675.86,2682508.84,0
CASH_OUT,248367.86,1646.0,0.0,115253.89,363621.75,0
CASH_OUT,159052.63,0.0,0.0,348701.22,507753.85,0
PAYMENT,7620.23,0.0,0.0,0.0,0.0,0
CASH_IN,50079.64,89239.0,139318.64,3984946.89,3934867.26,0
PAYMENT,17661.01,95232.99,77571.99,0.0,0.0,0
CASH_IN,19954.75,28649044.05,28668998.8,652633.88,632679.13,0
CASH_OUT,32800.41,41006.0,8205.59,0.0,32800.41,0
PAYMENT,29488.1,0.0,0.0,0.0,0.0,0
PAYMENT,8775.92,5602.0,0.0,0.0,0.0,0
TRANSFER,2329221.45,224.0,0.0,0.0,2329221.45,0
CASH_IN,116765.92,1211909.12,1328675.04,215770.87,99004.95,0
CASH_IN,306761.8,5215178.05,5521939.85,569106.17,262344.37,0
PAYMENT,7778.46,938.0,0.0,0.0,0.0,0
CASH_OUT,30858.08,202904.0,172045.92,2834004.21,2864862.29,0
PAYMENT,17129.74,0.0,0.0,0.0,0.0,0
CASH_OUT,81776.48,0.0,0.0,657738.91,739515.39,0
PAYMENT,10448.18,0.0,0.0,0.0,0.0,0
CASH_OUT,2999.6,0.0,0.0,5597521.15,5780836.97,0
CASH_IN,32095.24,7604760.88,7636856.11,316190.96,284095.72,0
TRANSFER,78347.09,0.0,0.0,271580.35,279289.07,0
CASH_IN,282337.78,3781466.54,4063804.32,428828.06,146490.28,0
PAYMENT,8453.37,0.0,0.0,0.0,0.0,0
CASH_IN,257174.21,5272.0,262446.21,45192.25,0.0,0
CASH_OUT,126066.5,91483.0,0.0,604614.66,730681.15,0
CASH_IN,386657.86,1449303.09,1835960.95,438716.23,52058.37,0
CASH_IN,365283.09,6384.0,371667.09,964858.3,851715.79,0
CASH_OUT,263668.76,30684.0,0.0,218058.99,481727.74,0
CASH_OUT,330907.69,10695.0,0.0,34.16,330941.85,0
CASH_OUT,285261.89,0.0,0.0,426183.56,711445.45,0
PAYMENT,47151.54,118712.17,71560.63,0.0,0.0,0
CASH_IN,155340.61,15990.0,171330.61,221043.36,65702.75,0
CASH_OUT,104968.54,0.0,0.0,1901475.14,2006443.68,0
CASH_OUT,166747.94,177.0,0.0,161502.71,328250.65,0
CASH_IN,97423.93,1511386.68,1608810.61,4942694.11,4845270.18,0
CASH_OUT,209430.71,29983.0,0.0,515763.0,725193.72,0
PAYMENT,7886.39,477346.0,469459.61,0.0,0.0,0
PAYMENT,3048.61,0.0,0.0,0.0,0.0,0
CASH_IN,307791.5,10777254.65,11085046.15,336857.67,29066.17,0
CASH_OUT,94343.65,0.0,0.0,106214.86,200558.51,0
TRANSFER,502486.52,151.0,0.0,0.0,502486.52,0
CASH_IN,151506.81,76430.49,227937.29,1623746.12,1472239.31,0
PAYMENT,21957.83,36752.67,14794.84,0.0,0.0,0
CASH_IN,162187.39,3485463.61,3647650.99,682556.77,983145.06,0
PAYMENT,11413.97,0.0,0.0,0.0,0.0,0
CASH_IN,187596.59,36616.0,224212.59,15831.41,0.0,0
CASH_OUT,40846.71,20136.0,0.0,18306.41,59153.12,0
PAYMENT,6349.06,0.0,0.0,0.0,0.0,0
CASH_OUT,73425.61,0.0,0.0,201339.96,274765.58,0
PAYMENT,6371.41,184835.57,178464.16,0.0,0.0,0
CASH_OUT,46636.3,3597.0,0.0,11567380.23,11614016.53,0
PAYMENT,14349.61,0.0,0.0,0.0,0.0,0
PAYMENT,4115.29,29768.0,25652.71,0.0,0.0,0
CASH_IN,14549.91,5134617.14,5149167.05,119593.03,105043.12,0
CASH_OUT,70402.77,0.0,0.0,287702.63,110991.09,0
PAYMENT,13998.09,30257.0,16258.91,0.0,0.0,0
CASH_IN,275239.47,1931.0,277170.47,1084892.9,1070366.76,0
PAYMENT,2508.58,11668.0,9159.42,0.0,0.0,0
CASH_OUT,165070.41,3328.0,0.0,0.0,401163.03,0
PAYMENT,346.32,0.0,0.0,0.0,0.0,0
PAYMENT,19303.72,118740.49,99436.77,0.0,0.0,0
PAYMENT,3513.57,0.0,0.0,0.0,0.0,0
PAYMENT,3957.05,409.0,0.0,0.0,0.0,0
CASH_OUT,163788.19,41583.0,0.0,0.0,6095.35,0
CASH_OUT,44197.64,21680.0,0.0,6917557.44,6961755.07,0
TRANSFER,14591085.61,0.0,0.0,38753411.88,53344497.49,0
PAYMENT,5663.29,88788.0,83124.71,0.0,0.0,0
TRANSFER,43406.07,0.0,0.0,289677.22,333083.29,0
PAYMENT,6415.6,0.0,0.0,0.0,0.0,0
PAYMENT,7648.22,0.0,0.0,0.0,0.0,0
CASH_OUT,90700.35,118783.0,28082.65,625307.36,716007.7,0
CASH_IN,108450.61,383.0,108833.61,1011089.06,902638.44,0
CASH_OUT,185360.24,77062.0,0.0,2693592.58,2878952.82,0
CASH_IN,20006.9,266252.0,286258.9,0.0,0.0,0
PAYMENT,27016.57,215.0,0.0,0.0,0.0,0
CASH_IN,142513.85,504037.85,646551.71,170765.69,28251.84,0
CASH_OUT,284295.23,1058.99,0.0,355616.7,639911.92,0
CASH_OUT,304599.72,0.0,0.0,676617.13,981216.85,0
PAYMENT,4099.27,26909.0,22809.73,0.0,0.0,0
CASH_OUT,18384.66,0.0,0.0,1749064.97,1767449.63,0
CASH_IN,396293.48,0.0,396293.48,1262296.77,1156335.52,0
CASH_OUT,280646.76,51678.0,0.0,159532.18,440178.93,0
CASH_OUT,107698.81,0.0,0.0,4084526.34,4192225.15,0
PAYMENT,5630.53,63056.51,57425.98,0.0,0.0,0
CASH_OUT,149013.21,43955.0,0.0,0.0,149013.21,0
PAYMENT,7467.31,0.0,0.0,0.0,0.0,0
TRANSFER,57878.33,0.0,0.0,571648.75,629527.08,0
PAYMENT,1176.91,3284.0,2107.09,0.0,0.0,0
CASH_OUT,108645.19,0.0,0.0,6214046.46,6322691.65,0
CASH_IN,113603.62,890470.41,1004074.03,1165237.63,1051634.01,0
PAYMENT,7354.85,0.0,0.0,0.0,0.0,0
PAYMENT,11074.79,97138.67,86063.88,0.0,0.0,0
CASH_OUT,351534.2,0.0,0.0,522842.36,874376.55,0
PAYMENT,54747.25,0.0,0.0,0.0,0.0,0
CASH_OUT,453610.52,51502.0,0.0,532004.99,985615.51,0
TRANSFER,625220.14,3680.0,0.0,0.0,625220.14,0
PAYMENT,1683.65,122.0,0.0,0.0,0.0,0
PAYMENT,13277.08,476673.0,463395.92,0.0,0.0,0
PAYMENT,4185.96,31163.0,26977.04,0.0,0.0,0
PAYMENT,26961.08,0.0,0.0,0.0,0.0,0
PAYMENT,14988.97,0.0,0.0,0.0,0.0,0
PAYMENT,807.03,10910.0,10102.97,0.0,0.0,0
CASH_OUT,328187.25,0.0,0.0,10424877.25,10753064.5,0
PAYMENT,1651.02,0.0,0.0,0.0,0.0,0
PAYMENT,3981.73,50916.0,46934.27,0.0,0.0,0
CASH_OUT,89931.29,0.0,0.0,1621186.26,1818756.84,0
CASH_IN,88230.43,21707808.12,21796038.55,5887859.14,5799628.72,0
CASH_OUT,285242.34,45354.0,0.0,153010.85,438253.2,0
TRANSFER,348838.91,0.0,0.0,1796251.2,2145090.1,0
PAYMENT,5860.22,356257.77,350397.55,0.0,0.0,0
CASH_OUT,262144.97,0.0,0.0,1543880.95,1806025.93,0
CASH_OUT,63684.81,0.0,0.0,471855.86,535540.67,0
CASH_IN,9143.44,2106.0,11249.44,2885581.49,2876438.04,0
CASH_OUT,134950.16,52388.0,0.0,0.0,134950.16,0
PAYMENT,1552.18,393753.73,392201.55,0.0,0.0,0
PAYMENT,2504.33,292076.45,289572.12,0.0,0.0,0
CASH_OUT,85492.7,0.0,0.0,1366559.45,1452052.15,0
PAYMENT,7458.8,192181.23,184722.44,0.0,0.0,0
CASH_IN,19945.5,51037.0,70982.5,19740.11,0.0,0
PAYMENT,18270.64,351493.13,333222.49,0.0,0.0,0
TRANSFER,832924.2,0.0,0.0,3432426.34,4265350.53,0
CASH_OUT,82305.14,0.0,0.0,984438.46,1066743.6,0
CASH_OUT,195656.8,0.0,0.0,445427.65,641084.44,0
CASH_IN,142216.16,828079.73,970295.89,19600936.42,19458720.26,0
CASH_IN,264326.1,4702224.29,4966550.39,646508.41,382182.31,0
CASH_OUT,79117.91,0.0,0.0,135993.58,215111.49,0
TRANSFER,889199.97,0.0,0.0,4660307.74,5549507.71,0
CASH_OUT,16716.97,20056.0,3339.03,92683.5,109400.47,0
PAYMENT,13671.74,0.0,0.0,0.0,0.0,0
PAYMENT,3435.33,0.0,0.0,0.0,0.0,0
CASH_OUT,24447.7,0.0,0.0,54351.64,78799.34,0
PAYMENT,46069.05,0.0,0.0,0.0,0.0,0
PAYMENT,39858.43,0.0,0.0,0.0,0.0,0
PAYMENT,3933.89,0.0,0.0,0.0,0.0,0
CASH_IN,67316.91,4394224.47,4461541.38,211732.28,144415.37,0
PAYMENT,13314.88,516778.16,503463.28,0.0,0.0,0
PAYMENT,8432.56,20702.0,12269.44,0.0,0.0,0
CASH_IN,209871.82,13921689.09,14131560.91,358732.44,148860.62,0
CASH_IN,193758.12,644710.89,838469.02,894555.37,700797.25,0
PAYMENT,4921.22,38971.0,34049.78,0.0,0.0,0
CASH_OUT,54382.04,30934.0,0.0,731030.1,785412.14,0
CASH_OUT,144221.45,2349.0,0.0,1114814.59,1259036.04,0
CASH_OUT,159697.29,119074.0,0.0,101046.7,260743.99,0
CASH_OUT,372801.17,1149.0,0.0,0.0,372801.17,0
CASH_IN,106070.21,9229978.88,9336049.09,155039.42,48969.21,0
CASH_IN,77634.73,6564859.85,6642494.57,231960.35,154325.62,0
CASH_IN,218170.66,20372.0,238542.66,54157.16,0.0,0
PAYMENT,711.04,0.0,0.0,0.0,0.0,0
CASH_IN,29849.22,301312.6,331161.82,7135135.72,7105286.5,0
PAYMENT,7069.12,58758.0,51688.88,0.0,0.0,0
CASH_IN,24746.51,10530182.73,10554929.24,198846.86,174100.35,0
TRANSFER,563421.89,0.0,0.0,761939.08,1325360.98,0
CASH_IN,445952.31,65478.0,511430.31,2181543.93,1735591.62,0
CASH_IN,202228.51,17820836.84,18023065.36,408035.19,205806.67,0
CASH_OUT,301740.23,108798.0,0.0,1129106.06,1430846.3,0
CASH_IN,14547.02,11023165.09,11037712.11,188599.74,174052.72,0
CASH_IN,206486.66,803961.65,1010448.31,269279.22,62792.55,0
CASH_OUT,220441.19,216.0,0.0,648777.13,869218.31,0
PAYMENT,2349.14,0.0,0.0,0.0,0.0,0
CASH_OUT,229515.17,0.0,0.0,660048.75,889563.92,0
TRANSFER,118958.99,56085.0,0.0,1248528.61,1367487.6,0
PAYMENT,9022.73,356825.61,347802.88,0.0,0.0,0
TRANSFER,1799014.5,0.0,0.0,7035911.78,8911269.61,0
PAYMENT,14238.76,8080.0,0.0,0.0,0.0,0
PAYMENT,16479.31,0.0,0.0,0.0,0.0,0
CASH_OUT,23636.09,30255.0,6618.91,1800174.93,1823811.02,0
CASH_OUT,23523.26,0.0,0.0,1564334.3,1587857.56,0
CASH_OUT,337632.61,82.0,0.0,0.0,337632.61,0
CASH_IN,445490.2,1967314.71,2412804.92,502411.89,56921.69,0
PAYMENT,38327.84,194210.74,155882.91,0.0,0.0,0
CASH_IN,240954.5,79604.0,320558.5,0.0,0.0,0
CASH_IN,424204.38,6770752.29,7194956.67,702400.69,278196.31,0
CASH_OUT,90879.07,4786.0,0.0,836141.88,927020.94,0
CASH_OUT,120171.26,0.0,0.0,368166.24,488337.5,0
PAYMENT,8031.0,67250.83,59219.82,0.0,0.0,0
CASH_IN,78073.8,1393643.83,1471717.63,582195.19,504121.39,0
PAYMENT,5701.89,415212.23,409510.34,0.0,0.0,0
CASH_IN,150771.19,8341063.21,8491834.4,2404389.95,2253618.76,0
PAYMENT,33488.18,0.0,0.0,0.0,0.0,0
PAYMENT,12100.97,0.0,0.0,0.0,0.0,0
CASH_OUT,117080.79,50042.0,0.0,177363.77,294444.56,0
TRANSFER,704731.33,225862.29,0.0,731355.69,1483317.77,0
CASH_OUT,321735.89,48125.38,0.0,2566149.62,2887885.51,0
PAYMENT,3424.78,0.0,0.0,0.0,0.0,0
CASH_OUT,171917.19,0.0,0.0,287989.66,459906.85,0
CASH_IN,116269.57,30801767.1,30918036.67,1089402.0,973132.43,0
CASH_IN,222247.73,5952769.76,6175017.49,318622.09,96374.37,0
CASH_OUT,19557.48,0.0,0.0,1448786.02,1468343.49,0
PAYMENT,1394.34,0.0,0.0,0.0,0.0,0
PAYMENT,20099.64,30701.0,10601.36,0.0,0.0,0
PAYMENT,19536.6,79998.0,60461.4,0.0,0.0,0
CASH_OUT,294619.85,26.0,0.0,14033.47,308653.31,0
PAYMENT,13077.3,133668.0,120590.7,0.0,0.0,0
CASH_OUT,14233.46,1093.0,0.0,280885.34,295118.81,0
PAYMENT,8646.62,5110.26,0.0,0.0,0.0,0
PAYMENT,3621.96,0.0,0.0,0.0,0.0,0
CASH_OUT,253042.12,7981.0,0.0,2628973.53,2882015.65,0
CASH_IN,43703.81,8956345.05,9000048.86,157267.68,113563.87,0
PAYMENT,6241.82,41686.0,35444.18,0.0,0.0,0
CASH_IN,13296.71,1900685.08,1913981.79,2875987.18,2862690.47,0
PAYMENT,7477.65,153259.0,145781.35,0.0,0.0,0
PAYMENT,389.17,0.0,0.0,0.0,0.0,0
CASH_IN,180150.96,0.0,180150.96,846056.01,638396.77,0
PAYMENT,14743.86,0.0,0.0,0.0,0.0,0
PAYMENT,4135.8,103275.35,99139.55,0.0,0.0,0
CASH_OUT,212331.03,186872.32,0.0,2240254.8,2452585.83,0
CASH_OUT,97041.29,0.0,0.0,115858.81,212900.1,0
CASH_OUT,192267.98,14793.1,0.0,1562361.99,1754629.97,0
CASH_OUT,459845.28,0.0,0.0,487492.47,947337.75,0
CASH_OUT,66707.66,23220.0,0.0,348298.15,415005.81,0
TRANSFER,341798.87,0.0,0.0,4472115.58,4813914.45,0
CASH_IN,110879.04,10776.0,121655.04,241969.29,131090.25,0
TRANSFER,374172.87,13081.0,0.0,3299223.53,3673396.4,0
PAYMENT,8595.49,211869.75,203274.26,0.0,0.0,0
CASH_IN,298743.5,14491271.19,14790014.7,338279.9,39536.4,0
CASH_OUT,262210.47,20067.0,0.0,0.0,262210.47,0
CASH_OUT,174202.01,10187.0,0.0,102213.99,276416.0,0
CASH_OUT,204953.31,191663.0,0.0,44429.16,205905.88,0
CASH_OUT,154282.15,2072.0,0.0,1207876.32,1362158.47,0
TRANSFER,291151.41,0.0,0.0,1117775.4,1408926.82,0
CASH_IN,341560.78,4147501.31,4489062.09,1769852.11,1428291.33,0
PAYMENT,10671.76,334.0,0.0,0.0,0.0,0
PAYMENT,39699.87,95186.43,55486.55,0.0,0.0,0
PAYMENT,19242.54,105819.0,86576.46,0.0,0.0,0
PAYMENT,12611.89,0.0,0.0,0.0,0.0,0
PAYMENT,39413.68,41069.0,1655.32,0.0,0.0,0
PAYMENT,11585.87,0.0,0.0,0.0,0.0,0
CASH_OUT,160066.42,0.0,0.0,476867.94,636934.35,0
CASH_OUT,97641.19,530.0,0.0,0.0,97641.19,0
PAYMENT,39683.47,0.0,0.0,0.0,0.0,0
TRANSFER,911082.97,0.0,0.0,1803413.82,2714496.79,0
PAYMENT,4752.56,0.0,0.0,0.0,0.0,0
CASH_OUT,138290.35,229095.09,90804.74,5568879.38,5707169.73,0
PAYMENT,3766.63,553259.05,549492.41,0.0,0.0,0
CASH_OUT,336034.24,376.0,0.0,477256.87,813291.11,0
CASH_OUT,214122.64,0.0,0.0,907066.71,1542077.88,0
PAYMENT,4802.35,0.0,0.0,0.0,0.0,0
CASH_OUT,74447.38,41782.0,0.0,0.0,74447.38,0
CASH_IN,265410.32,10560.0,275970.32,0.0,0.0,0
PAYMENT,6271.98,13036.33,6764.35,0.0,0.0,0
PAYMENT,10659.93,31084.0,20424.07,0.0,0.0,0
TRANSFER,494966.76,0.0,0.0,658565.44,1153532.21,0
PAYMENT,2042.79,0.0,0.0,0.0,0.0,0
CASH_IN,661505.01,13953.0,675458.01,42082.27,0.0,0
CASH_OUT,178586.82,35008.0,0.0,0.0,178586.82,0
CASH_IN,165816.71,0.0,165816.71,2183928.1,2018111.38,0
CASH_OUT,158590.28,0.0,0.0,1292661.9,1451252.18,0
PAYMENT,15316.39,0.0,0.0,0.0,0.0,0
PAYMENT,12.46,15544.0,15531.54,0.0,0.0,0
CASH_OUT,141543.93,107790.0,0.0,65913.24,207457.17,0
PAYMENT,2754.94,10303.4,7548.46,0.0,0.0,0
TRANSFER,64371.61,0.0,0.0,181055.92,245427.54,0
CASH_IN,115944.9,4861270.96,4977215.86,331640.72,215695.82,0
PAYMENT,24712.15,72711.0,47998.85,0.0,0.0,0
CASH_OUT,119712.53,0.0,0.0,383214.0,502926.52,0
CASH_OUT,131835.27,21068.0,0.0,160798.06,292633.33,0
TRANSFER,553535.43,0.0,0.0,2217117.37,2770652.81,0
CASH_IN,88961.51,45377.0,134338.51,3123311.86,3034350.35,0
PAYMENT,52481.57,101085.23,48603.66,0.0,0.0,0
PAYMENT,15447.69,0.0,0.0,0.0,0.0,0
CASH_OUT,207674.55,0.0,0.0,645975.02,853649.58,0
TRANSFER,1210543.31,19922.0,0.0,190524.05,1401067.36,0
CASH_OUT,156148.91,0.0,0.0,497642.93,653791.84,0
PAYMENT,1439.34,12776.0,11336.66,0.0,0.0,0
CASH_IN,53921.18,1137681.64,1191602.83,2101714.08,2047792.9,0
PAYMENT,14387.97,1669.0,0.0,0.0,0.0,0
PAYMENT,17058.95,39912.0,22853.05,0.0,0.0,0
PAYMENT,769.21,60202.0,59432.79,0.0,0.0,0
PAYMENT,12255.06,0.0,0.0,0.0,0.0,0
CASH_OUT,68298.41,80904.0,12605.59,243794.03,312092.44,0
PAYMENT,6755.47,344651.0,337895.53,0.0,0.0,0
TRANSFER,482915.03,899019.09,416104.05,5758862.67,6241777.71,0
CASH_OUT,391299.05,5431.0,0.0,0.0,391299.05,0
PAYMENT,20444.5,168740.73,148296.23,0.0,0.0,0
CASH_OUT,256015.23,0.0,0.0,264566.06,520581.29,0
CASH_OUT,95592.13,0.0,0.0,1489027.93,1584620.06,0
PAYMENT,19674.95,28977.42,9302.47,0.0,0.0,0
PAYMENT,5879.73,13262.0,7382.27,0.0,0.0,0
CASH_OUT,92486.53,0.0,0.0,1130224.59,1222711.12,0
CASH_IN,254688.91,1037415.25,1292104.16,607472.74,352783.82,0
CASH_OUT,127835.97,10428.0,0.0,0.0,127835.97,0
PAYMENT,7837.25,34548.0,26710.75,0.0,0.0,0
CASH_OUT,216778.59,0.0,0.0,1848159.13,2064937.72,0
CASH_OUT,298845.36,0.0,0.0,3673119.57,3971964.94,0
CASH_IN,63567.95,112.0,63679.95,0.0,0.0,0
CASH_OUT,125649.0,44072.0,0.0,0.0,125649.0,0
CASH_IN,122513.05,6679408.95,6801922.01,194454.1,71941.05,0
PAYMENT,8427.65,368631.88,360204.23,0.0,0.0,0
CASH_IN,491486.49,101181.0,592667.49,410995.96,0.0,0
CASH_OUT,247862.7,0.0,0.0,824620.48,1072483.19,0
CASH_IN,9252.87,5479078.38,5488331.25,249797.87,240545.0,0
CASH_OUT,145979.52,182336.0,36356.48,20012.46,165991.98,0
CASH_OUT,123344.54,0.0,0.0,512163.48,635508.03,0
CASH_OUT,82129.27,0.0,0.0,1161276.46,1243405.73,0
PAYMENT,16401.89,37195.0,20793.11,0.0,0.0,0
PAYMENT,26410.14,0.0,0.0,0.0,0.0,0
CASH_OUT,262531.16,94861.0,0.0,0.0,262531.16,0
PAYMENT,9731.43,0.0,0.0,0.0,0.0,0
CASH_OUT,333452.86,839.0,0.0,41131.92,374584.78,0
CASH_OUT,25839.47,24275.0,0.0,0.0,25839.47,0
CASH_OUT,39758.4,0.0,0.0,336573.33,376331.73,0
PAYMENT,455.76,0.0,0.0,0.0,0.0,0
TRANSFER,135027.77,0.0,0.0,254521.0,221633.07,0
CASH_OUT,183311.83,288.0,0.0,0.0,183311.83,0
PAYMENT,10033.79,3733.0,0.0,0.0,0.0,0
PAYMENT,14231.69,0.0,0.0,0.0,0.0,0
CASH_OUT,96092.38,1853.48,0.0,11659821.82,13932375.83,0
CASH_IN,188370.85,12242669.9,12431040.74,757515.71,569144.87,0
CASH_OUT,51891.66,793.0,0.0,0.0,51891.66,0
CASH_OUT,10690.55,0.0,0.0,20670.17,31360.71,0
CASH_OUT,290677.9,41966.0,0.0,0.0,290677.9,0
CASH_OUT,46066.65,0.0,0.0,316347.33,362413.97,0
PAYMENT,7176.18,45286.0,38109.82,0.0,0.0,0
PAYMENT,5507.69,0.0,0.0,0.0,0.0,0
PAYMENT,3801.65,10200.0,6398.35,0.0,0.0,0
CASH_IN,174790.88,1783410.09,1958200.97,201384.75,26593.88,0
PAYMENT,1985.39,38342.0,36356.61,0.0,0.0,0
CASH_IN,463830.46,131.0,463961.46,346742.32,0.0,0
CASH_OUT,7362.18,229.0,0.0,0.0,7362.18,0
PAYMENT,2843.25,165944.94,163101.69,0.0,0.0,0
PAYMENT,4078.69,7852.0,3773.31,0.0,0.0,0
PAYMENT,9199.5,0.0,0.0,0.0,0.0,0
PAYMENT,585.1,0.0,0.0,0.0,0.0,0
PAYMENT,1167.37,0.0,0.0,0.0,0.0,0
PAYMENT,19673.8,20728.0,1054.2,0.0,0.0,0
PAYMENT,1747.86,0.0,0.0,0.0,0.0,0
CASH_IN,79643.21,342898.67,422541.87,173359.32,93716.12,0
PAYMENT,2567.66,178718.0,176150.34,0.0,0.0,0
CASH_IN,134007.09,21859.0,155866.09,0.0,0.0,0
CASH_IN,125940.3,12537959.93,12663900.22,918286.46,792346.17,0
TRANSFER,487353.03,245.0,0.0,0.0,487353.03,0
PAYMENT,12261.57,0.0,0.0,0.0,0.0,0
PAYMENT,1620.7,11391.0,9770.3,0.0,0.0,0
PAYMENT,16230.18,568603.67,552373.5,0.0,0.0,0
CASH_IN,80753.95,4433997.08,4514751.03,1008548.79,927794.84,0
PAYMENT,316.42,90243.0,89926.58,0.0,0.0,0
CASH_OUT,209693.47,15801.0,0.0,471881.56,681575.03,0
PAYMENT,5251.94,158779.0,153527.06,0.0,0.0,0
CASH_OUT,193244.94,0.0,0.0,2222334.06,2415579.0,0
CASH_OUT,125398.8,184.0,0.0,0.0,125398.8,0
CASH_OUT,38310.5,3737.65,0.0,179608.51,217919.01,0
CASH_OUT,270011.88,10352.0,0.0,0.0,270011.88,0
CASH_OUT,333617.81,2577.0,0.0,254330.63,592631.71,0
CASH_OUT,164485.31,0.0,0.0,825640.07,990125.38,0
CASH_IN,80637.29,39368.0,120005.29,1928179.21,1847541.92,0
CASH_OUT,230968.33,0.0,0.0,1672631.81,1903600.14,0
CASH_OUT,37967.92,0.0,0.0,103275.73,141243.65,0
CASH_OUT,490185.03,888468.48,398283.45,114740.63,307979.17,0
PAYMENT,12659.23,80130.0,67470.77,0.0,0.0,0
PAYMENT,1101.8,0.0,0.0,0.0,0.0,0
CASH_OUT,159470.78,0.0,0.0,1401620.57,1277935.0,0
PAYMENT,1387.67,106288.0,104900.33,0.0,0.0,0
CASH_IN,321040.55,761265.0,1082305.55,0.0,0.0,0
CASH_IN,29204.31,107536.0,136740.31,0.0,0.0,0
PAYMENT,7786.42,0.0,0.0,0.0,0.0,0
TRANSFER,1178667.53,288214.25,0.0,1268037.56,2446705.08,0
PAYMENT,8112.86,22092.0,13979.14,0.0,0.0,0
CASH_IN,61218.7,4421781.9,4483000.6,843980.62,782761.92,0
